antecedents,consequents,Support,Confidence,Lift
"VERY_LOW_commiters, VERY_LOW_commits, MEDIUM_RATE",VERY_LOW_forks,0.39425587467362927,0.9741935483870968,1.0139025245441795
"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commits",VERY_LOW_commiters,0.39425587467362927,0.9741935483870968,1.0480790141355565
"VERY_LOW_commiters, VERY_LOW_forks","MEDIUM_RATE, VERY_LOW_commits",0.39425587467362927,0.4326647564469914,1.0422050422591052
"VERY_LOW_commiters, MEDIUM_RATE","VERY_LOW_forks, VERY_LOW_commits",0.39425587467362927,0.9378881987577641,1.0472629158140632
"VERY_LOW_forks, VERY_LOW_commits","VERY_LOW_commiters, MEDIUM_RATE",0.39425587467362927,0.44023323615160354,1.0472629158140632
"MEDIUM_RATE, VERY_LOW_commits","VERY_LOW_commiters, VERY_LOW_forks",0.39425587467362927,0.949685534591195,1.0422050422591052
VERY_LOW_commiters,"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commits",0.39425587467362927,0.42415730337078655,1.0480790141355565
VERY_LOW_forks,"VERY_LOW_commiters, VERY_LOW_commits, MEDIUM_RATE",0.39425587467362927,0.41032608695652173,1.0139025245441795
VERY_LOW_commits,"VERY_LOW_commiters, VERY_LOW_forks, MEDIUM_RATE",0.39425587467362927,0.42897727272727276,1.0464859583092068
"VERY_LOW_commiters, VERY_LOW_commits, MEDIUM_RATE",VERY_LOW_stars,0.39425587467362927,0.9741935483870968,1.0111548212256316
"VERY_LOW_commiters, VERY_LOW_stars, MEDIUM_RATE",VERY_LOW_commits,0.39425587467362927,0.961783439490446,1.0464859583092068
"MEDIUM_RATE, VERY_LOW_commits, VERY_LOW_stars",VERY_LOW_commiters,0.39425587467362927,0.9741935483870968,1.0480790141355565
"VERY_LOW_commiters, VERY_LOW_commits","MEDIUM_RATE, VERY_LOW_stars",0.39425587467362927,0.4364161849710983,1.0008826278079679
"VERY_LOW_commiters, VERY_LOW_stars","MEDIUM_RATE, VERY_LOW_commits",0.39425587467362927,0.42897727272727276,1.0333226129216695
"VERY_LOW_commiters, MEDIUM_RATE","VERY_LOW_commits, VERY_LOW_stars",0.39425587467362927,0.9378881987577641,1.0381826015150972
"VERY_LOW_commits, VERY_LOW_stars","VERY_LOW_commiters, MEDIUM_RATE",0.39425587467362927,0.4364161849710983,1.0381826015150972
"MEDIUM_RATE, VERY_LOW_commits","VERY_LOW_commiters, VERY_LOW_stars",0.39425587467362927,0.949685534591195,1.0333226129216695
"MEDIUM_RATE, VERY_LOW_stars","VERY_LOW_commiters, VERY_LOW_commits",0.39425587467362927,0.9041916167664671,1.0008826278079679
VERY_LOW_commiters,"MEDIUM_RATE, VERY_LOW_commits, VERY_LOW_stars",0.39425587467362927,0.42415730337078655,1.0480790141355565
VERY_LOW_commits,"VERY_LOW_commiters, VERY_LOW_stars, MEDIUM_RATE",0.39425587467362927,0.42897727272727276,1.0464859583092068
VERY_LOW_stars,"VERY_LOW_commiters, VERY_LOW_commits, MEDIUM_RATE",0.39425587467362927,0.4092140921409214,1.0111548212256316
"VERY_LOW_commiters, VERY_LOW_forks, MEDIUM_RATE",VERY_LOW_stars,0.4073107049608355,0.9936305732484076,1.0313292941846615
"VERY_LOW_commiters, VERY_LOW_stars, MEDIUM_RATE",VERY_LOW_forks,0.4073107049608355,0.9936305732484076,1.0341318194405982
"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_stars",VERY_LOW_commiters,0.4073107049608355,0.9397590361445782,1.0110328956274535
"VERY_LOW_commiters, VERY_LOW_forks","MEDIUM_RATE, VERY_LOW_stars",0.4073107049608355,0.4469914040114613,1.0251359744693993
"VERY_LOW_commiters, VERY_LOW_stars","MEDIUM_RATE, VERY_LOW_forks",0.4073107049608355,0.4431818181818181,1.0043706293706294
"VERY_LOW_commiters, MEDIUM_RATE","VERY_LOW_forks, VERY_LOW_stars",0.4073107049608355,0.9689440993788819,1.0195208518189884
"VERY_LOW_forks, VERY_LOW_stars","VERY_LOW_commiters, MEDIUM_RATE",0.4073107049608355,0.42857142857142855,1.0195208518189884
"MEDIUM_RATE, VERY_LOW_forks","VERY_LOW_commiters, VERY_LOW_stars",0.4073107049608355,0.923076923076923,1.0043706293706292
"MEDIUM_RATE, VERY_LOW_stars","VERY_LOW_commiters, VERY_LOW_forks",0.4073107049608355,0.934131736526946,1.0251359744693993
VERY_LOW_commiters,"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_stars",0.4073107049608355,0.43820224719101125,1.0110328956274537
VERY_LOW_forks,"VERY_LOW_commiters, VERY_LOW_stars, MEDIUM_RATE",0.4073107049608355,0.42391304347826086,1.0341318194405982
VERY_LOW_stars,"VERY_LOW_commiters, VERY_LOW_forks, MEDIUM_RATE",0.4073107049608355,0.4227642276422764,1.0313292941846615
"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commits",VERY_LOW_stars,0.402088772845953,0.9935483870967742,1.0312439898592534
"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_stars",VERY_LOW_commits,0.402088772845953,0.927710843373494,1.0094126506024095
"MEDIUM_RATE, VERY_LOW_commits, VERY_LOW_stars",VERY_LOW_forks,0.402088772845953,0.9935483870967742,1.034046283309958
"MEDIUM_RATE, VERY_LOW_forks","VERY_LOW_commits, VERY_LOW_stars",0.402088772845953,0.911242603550296,1.008687621849027
"MEDIUM_RATE, VERY_LOW_commits","VERY_LOW_forks, VERY_LOW_stars",0.402088772845953,0.9685534591194969,1.0191098209966134
"MEDIUM_RATE, VERY_LOW_stars","VERY_LOW_forks, VERY_LOW_commits",0.402088772845953,0.9221556886227544,1.029695710619577
"VERY_LOW_forks, VERY_LOW_commits","MEDIUM_RATE, VERY_LOW_stars",0.402088772845953,0.4489795918367347,1.0296957106195772
"VERY_LOW_forks, VERY_LOW_stars","MEDIUM_RATE, VERY_LOW_commits",0.402088772845953,0.4230769230769231,1.0191098209966134
"VERY_LOW_commits, VERY_LOW_stars","MEDIUM_RATE, VERY_LOW_forks",0.402088772845953,0.4450867052023122,1.008687621849027
VERY_LOW_forks,"MEDIUM_RATE, VERY_LOW_commits, VERY_LOW_stars",0.402088772845953,0.41847826086956524,1.034046283309958
VERY_LOW_commits,"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_stars",0.402088772845953,0.4375,1.0094126506024097
VERY_LOW_stars,"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commits",0.402088772845953,0.4173441734417344,1.0312439898592534
"VERY_LOW_commiters, VERY_LOW_forks, VERY_LOW_commits",VERY_LOW_stars,0.8825065274151436,0.9970501474926253,1.0348786083731043
"VERY_LOW_commiters, VERY_LOW_forks, VERY_LOW_stars",VERY_LOW_commits,0.8825065274151436,0.9712643678160919,1.0568018547544409
"VERY_LOW_commiters, VERY_LOW_commits, VERY_LOW_stars",VERY_LOW_forks,0.8825065274151436,0.9883040935672514,1.0285882278159164
"VERY_LOW_forks, VERY_LOW_commits, VERY_LOW_stars",VERY_LOW_commiters,0.8825065274151436,0.9883040935672514,1.0632597411130822
"VERY_LOW_commiters, VERY_LOW_forks","VERY_LOW_commits, VERY_LOW_stars",0.8825065274151436,0.9684813753581661,1.0720473027808604
"VERY_LOW_commiters, VERY_LOW_commits","VERY_LOW_forks, VERY_LOW_stars",0.8825065274151436,0.976878612716763,1.027869529314616
"VERY_LOW_commiters, VERY_LOW_stars","VERY_LOW_forks, VERY_LOW_commits",0.8825065274151436,0.9602272727272726,1.0722071296050886
"VERY_LOW_forks, VERY_LOW_commits","VERY_LOW_commiters, VERY_LOW_stars",0.8825065274151436,0.9854227405247813,1.0722071296050888
"VERY_LOW_forks, VERY_LOW_stars","VERY_LOW_commiters, VERY_LOW_commits",0.8825065274151436,0.9285714285714286,1.027869529314616
"VERY_LOW_commits, VERY_LOW_stars","VERY_LOW_commiters, VERY_LOW_forks",0.8825065274151436,0.976878612716763,1.0720473027808604
VERY_LOW_commiters,"VERY_LOW_forks, VERY_LOW_commits, VERY_LOW_stars",0.8825065274151436,0.949438202247191,1.0632597411130822
VERY_LOW_forks,"VERY_LOW_commiters, VERY_LOW_commits, VERY_LOW_stars",0.8825065274151436,0.9184782608695652,1.0285882278159166
VERY_LOW_commits,"VERY_LOW_commiters, VERY_LOW_forks, VERY_LOW_stars",0.8825065274151436,0.9602272727272726,1.0568018547544409
VERY_LOW_stars,"VERY_LOW_commiters, VERY_LOW_forks, VERY_LOW_commits",0.8825065274151436,0.9159891598915988,1.0348786083731043
"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commits, VERY_LOW_stars",VERY_LOW_commiters,0.391644908616188,0.974025974025974,1.047898730483
"MEDIUM_RATE, VERY_LOW_commits, VERY_LOW_commiters, VERY_LOW_stars",VERY_LOW_forks,0.391644908616188,0.9933774834437086,1.0338684134753815
"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commits, VERY_LOW_commiters",VERY_LOW_stars,0.391644908616188,0.9933774834437086,1.031066602056749
"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commiters, VERY_LOW_stars",VERY_LOW_commits,0.391644908616188,0.9615384615384616,1.0462194055944056
"MEDIUM_RATE, VERY_LOW_commits, VERY_LOW_stars","VERY_LOW_commiters, VERY_LOW_forks",0.391644908616188,0.967741935483871,1.0620205194565118
"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commits","VERY_LOW_commiters, VERY_LOW_stars",0.391644908616188,0.967741935483871,1.0529692082111437
"MEDIUM_RATE, VERY_LOW_commits, VERY_LOW_commiters","VERY_LOW_forks, VERY_LOW_stars",0.391644908616188,0.967741935483871,1.0182559376107765
"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_stars","VERY_LOW_commiters, VERY_LOW_commits",0.391644908616188,0.9036144578313253,1.000243749564733
"MEDIUM_RATE, VERY_LOW_commiters, VERY_LOW_stars","VERY_LOW_forks, VERY_LOW_commits",0.391644908616188,0.9554140127388535,1.0668325564984866
"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commiters","VERY_LOW_commits, VERY_LOW_stars",0.391644908616188,0.9554140127388535,1.057582563234049
"VERY_LOW_forks, VERY_LOW_commits, VERY_LOW_stars","MEDIUM_RATE, VERY_LOW_commiters",0.391644908616188,0.4385964912280702,1.0433692927972105
"VERY_LOW_commiters, VERY_LOW_forks, VERY_LOW_commits","MEDIUM_RATE, VERY_LOW_stars",0.391644908616188,0.4424778761061947,1.0147845901118118
"VERY_LOW_commiters, VERY_LOW_forks, VERY_LOW_stars","MEDIUM_RATE, VERY_LOW_commits",0.391644908616188,0.4310344827586207,1.0382780307959227
"MEDIUM_RATE, VERY_LOW_commits","VERY_LOW_commiters, VERY_LOW_forks, VERY_LOW_stars",0.391644908616188,0.9433962264150944,1.0382780307959227
"MEDIUM_RATE, VERY_LOW_stars","VERY_LOW_commiters, VERY_LOW_forks, VERY_LOW_commits",0.391644908616188,0.8982035928143712,1.0147845901118118
"MEDIUM_RATE, VERY_LOW_commiters","VERY_LOW_forks, VERY_LOW_commits, VERY_LOW_stars",0.391644908616188,0.9316770186335405,1.0433692927972105
"VERY_LOW_commits, VERY_LOW_stars","MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commiters",0.391644908616188,0.4335260115606937,1.057582563234049
"VERY_LOW_forks, VERY_LOW_commits","MEDIUM_RATE, VERY_LOW_commiters, VERY_LOW_stars",0.391644908616188,0.43731778425655976,1.0668325564984866
"VERY_LOW_commiters, VERY_LOW_commits","MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_stars",0.391644908616188,0.4335260115606937,1.0002437495647332
"VERY_LOW_forks, VERY_LOW_stars","MEDIUM_RATE, VERY_LOW_commits, VERY_LOW_commiters",0.391644908616188,0.4120879120879121,1.0182559376107763
"VERY_LOW_commiters, VERY_LOW_stars","MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commits",0.391644908616188,0.42613636363636365,1.0529692082111437
"VERY_LOW_commiters, VERY_LOW_forks","MEDIUM_RATE, VERY_LOW_commits, VERY_LOW_stars",0.391644908616188,0.42979942693409745,1.0620205194565118
VERY_LOW_commits,"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commiters, VERY_LOW_stars",0.391644908616188,0.42613636363636365,1.0462194055944056
VERY_LOW_stars,"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commits, VERY_LOW_commiters",0.391644908616188,0.4065040650406504,1.031066602056749
VERY_LOW_forks,"MEDIUM_RATE, VERY_LOW_commits, VERY_LOW_commiters, VERY_LOW_stars",0.391644908616188,0.4076086956521739,1.0338684134753815
VERY_LOW_commiters,"MEDIUM_RATE, VERY_LOW_forks, VERY_LOW_commits, VERY_LOW_stars",0.391644908616188,0.4213483146067416,1.047898730483
